hero_names	Agility	Accelerated Healing	Lantern Power Ring	Dimensional Awareness	Cold Resistance	Durability	Stealth	Energy Absorption	Flight	Danger Sense	Underwater breathing	Marksmanship	Weapons Master	Power Augmentation	Animal Attributes	Longevity	Intelligence	Super Strength	Cryokinesis	Telepathy	Energy Armor	Energy Blasts	Duplication	Size Changing	Density Control	Stamina	Astral Travel	Audio Control	Dexterity	Omnitrix	Super Speed	Possession	Animal Oriented Powers	Weapon-based Powers	Electrokinesis	Darkforce Manipulation	Death Touch	Teleportation	Enhanced Senses	Telekinesis	Energy Beams	Magic	Hyperkinesis	Jump	Clairvoyance	Dimensional Travel	Power Sense	Shapeshifting	Peak Human Condition	Immortality	Camouflage	Element Control	Phasing	Astral Projection	Electrical Transport	Fire Control	Projection	Summoning	Enhanced Memory	Reflexes	Invulnerability	Energy Constructs	Force Fields	Self-Sustenance	Anti-Gravity	Empathy	Power Nullifier	Radiation Control	Psionic Powers	Elasticity	Substance Secretion	Elemental Transmogrification	Technopath/Cyberpath	Photographic Reflexes	Seismic Power	Animation	Precognition	Mind Control	Fire Resistance	Power Absorption	Enhanced Hearing	Nova Force	Insanity	Hypnokinesis	Animal Control	Natural Armor	Intangibility	Enhanced Sight	Molecular Manipulation	Heat Generation	Adaptation	Gliding	Power Suit	Mind Blast	Probability Manipulation	Gravity Control	Regeneration	Light Control	Echolocation	Levitation	Toxin and Disease Control	Banish	Energy Manipulation	Heat Resistance	Natural Weapons	Time Travel	Enhanced Smell	Illusions	Thirstokinesis	Hair Manipulation	Illumination	Omnipotent	Cloaking	Changing Armor	Power Cosmic	Biokinesis	Water Control	Radiation Immunity	Vision - Telescopic	Toxin and Disease Resistance	Spatial Awareness	Energy Resistance	Telepathy Resistance	Molecular Combustion	Omnilingualism	Portal Creation	Magnetism	Mind Control Resistance	Plant Control	Sonar	Sonic Scream	Time Manipulation	Enhanced Touch	Magic Resistance	Invisibility	Sub-Mariner	Radiation Absorption	Intuitive aptitude	Vision - Microscopic	Melting	Wind Control	Super Breath	Wallcrawling	Vision - Night	Vision - Infrared	Grim Reaping	Matter Absorption	The Force	Resurrection	Terrakinesis	Vision - Heat	Vitakinesis	Radar Sense	Qwardian Power Ring	Weather Control	Vision - X-Ray	Vision - Thermal	Web Creation	Reality Warping	Odin Force	Symbiote Costume	Speed Force	Phoenix Force	Molecular Dissipation	Vision - Cryo	Omnipresent	Omniscient
Claire Bennet	Female	blue	-	Blond	-99	NBC - Heroes	-	good	-99																																																																																																																																																														
Clea	-	-	-	White	-99	Marvel Comics	-	good	-99																																																																																																																																																														
Cloak	Male	brown	-	black	226	Marvel Comics	-	good	70																																																																																																																																																														
Clock King	Male	blue	Human	Black	178	DC Comics	-	bad	78																																																																																																																																																														
Cogliostro	Male	-	-	-	-99	Image Comics	-	bad	-99																																																																																																																																																														
Colin Wagner	Male	grey	-	Brown	-99	HarperCollins	-	good	-99																																																																																																																																																														
Colossal Boy	Male	-	-	-	-99	DC Comics	-	good	-99																																																																																																																																																														
Colossus	Male	silver	Mutant	Black	226	Marvel Comics	-	good	225																																																																																																																																																														
Copycat	Female	red	Mutant	White	183	Marvel Comics	blue	neutral	67																																																																																																																																																														
Corsair	Male	brown	-	Brown	191	Marvel Comics	-	good	79																																																																																																																																																														
Cottonmouth	Male	brown	Human	Black	183	Marvel Comics	-	bad	99																																																																																																																																																														
Crimson Crusader	Male	blue	-	Strawberry Blond	-99	Marvel Comics	-	good	-99																																																																																																																																																														
Crimson Dynamo	Male	brown	-	No Hair	180	Marvel Comics	-	good	104																																																																																																																																																														
Crystal	Female	green	Inhuman	Red	168	Marvel Comics	-	good	50																																																																																																																																																														
Curse	Male	-	-	-	-99	Image Comics	-	bad	-99																																																																																																																																																														
Cy-Gor	Male	-	-	-	-99	Image Comics	-	bad	-99																																																																																																																																																														
Cyborg	Male	brown	Cyborg	Black	198	DC Comics	-	good	173																																																																																																																																																														
Cyborg Superman	Male	blue	Cyborg	Black	-99	DC Comics	-	bad	-99																																																																																																																																																														
Cyclops	Male	brown	Mutant	Brown	191	Marvel Comics	-	good	88																																																																																																																																																														
Cypher	-	blue	-	Blond	175	Marvel Comics	-	good	68																																																																																																																																																														
Dagger	Female	blue	-	Blond	165	Marvel Comics	-	good	52																																																																																																																																																														
Danny Cooper	Male	brown	-	Blond	-99	HarperCollins	-	good	-99																																																																																																																																																														
Daphne Powell	Female	-	-	-	-99	ABC Studios	-	good	-99																																																																																																																																																														
Daredevil	Male	blue	Human	Red	183	Marvel Comics	-	good	90																																																																																																																																																														
Darkhawk	Male	brown	Human	Brown	185	Marvel Comics	-	good	81																																																																																																																																																														
Darkman	Male	-	-	-	-99	Universal Studios	-	good	-99																																																																																																																																																														
Darkseid	Male	red	New God	No Hair	267	DC Comics	grey	bad	817																																																																																																																																																														
Darkside	-	-	-	-	-99		-	bad	-99																																																																																																																																																														
Darkstar	Female	brown	Mutant	Blond	168	Marvel Comics	-	good	56																																																																																																																																																														
Darth Maul	Male	yellow / red	Dathomirian Zabrak	-	170	George Lucas	red / black	bad	-99																																																																																																																																																														
Darth Vader	Male	yellow	Cyborg	No Hair	198	George Lucas	-	bad	135																																																																																																																																																														
Dash	Male	blue	Human	Blond	122	Dark Horse Comics	-	good	27																																																																																																																																																														
Data	Male	yellow	Android	Brown	-99	Star Trek	-	good	-99																																																																																																																																																														
Dazzler	Female	blue	Mutant	Blond	173	Marvel Comics	-	good	52																																																																																																																																																														
Deadman	Male	blue	Human	Black	183	DC Comics	-	good	90																																																																																																																																																														
Deadpool	Male	brown	Mutant	No Hair	188	Marvel Comics	-	neutral	95																																																																																																																																																														
Deadshot	Male	brown	Human	Brown	185	DC Comics	-	bad	91																																																																																																																																																														
Deathlok	Male	brown	Cyborg	Grey	193	Marvel Comics	-	good	178																																																																																																																																																														
Deathstroke	Male	blue	Human	White	193	DC Comics	-	neutral	101																																																																																																																																																														
Demogoblin	Male	red	Demon	No Hair	185	Marvel Comics	-	bad	95																																																																																																																																																														
Destroyer	Male	-	-	-	188	Marvel Comics	-	bad	383																																																																																																																																																														
Diamondback	Male	brown	Human	Black	193	Marvel Comics	-	bad	90																																																																																																																																																														
DL Hawkins	Male	-	-	-	-99	NBC - Heroes	-	good	-99																																																																																																																																																														
Doc Samson	Male	blue	Human / Radiation	Green	198	Marvel Comics	-	good	171																																																																																																																																																														
Doctor Doom	Male	brown	Human	Brown	201	Marvel Comics	-	bad	187																																																																																																																																																														
Doctor Doom II	Male	brown	-	Brown	201	Marvel Comics	-	bad	132																																																																																																																																																														
Doctor Fate	Male	blue	Human	Blond	188	DC Comics	-	good	89																																																																																																																																																														
Doctor Octopus	Male	brown	Human	Brown	175	Marvel Comics	-	bad	110																																																																																																																																																														
Doctor Strange	Male	grey	Human	Black	188	Marvel Comics	-	good	81																																																																																																																																																														
Domino	Female	blue	Human	Black	173	Marvel Comics	white	good	54																																																																																																																																																														
Donatello	Male	green	Mutant	No Hair	-99	IDW Publishing	green	good	-99																																																																																																																																																														
Donna Troy	Female	blue	Amazon	Black	175	DC Comics	-	good	63																																																																																																																																																														
Doomsday	Male	red	Alien	White	244	DC Comics	-	bad	412																																																																																																																																																														
Doppelganger	Male	white	-	No Hair	196	Marvel Comics	-	bad	104																																																																																																																																																														
Dormammu	Male	yellow	-	No Hair	185	Marvel Comics	-	bad	-99																																																																																																																																																														
Dr Manhattan	Male	white	Human / Cosmic	No Hair	-99	DC Comics	blue	good	-99																																																																																																																																																														
Drax the Destroyer	Male	red	Human / Altered	No Hair	193	Marvel Comics	green	good	306																																																																																																																																																														
Ego	-	-	-	-	-99	Marvel Comics	-	bad	-99																																																																																																																																																														
Elastigirl	Female	brown	Human	Brown	168	Dark Horse Comics	-	good	56																																																																																																																																																														
Electro	Male	blue	Human	Auburn	180	Marvel Comics	-	bad	74																																																																																																																																																														
Elektra	Female	blue	Human	Black	175	Marvel Comics	-	good	59																																																																																																																																																														
Elle Bishop	Female	blue	-	Blond	-99	NBC - Heroes	-	bad	-99																																																																																																																																																														
Elongated Man	Male	blue	-	Red	185	DC Comics	-	good	80																																																																																																																																																														
Emma Frost	Female	blue	-	Blond	178	Marvel Comics	-	good	65																																																																																																																																																														
Enchantress	Female	blue	Human	Blond	168	DC Comics	-	good	57																																																																																																																																																														
Energy	Female	-	-	-	-99	HarperCollins	-	good	-99																																																																																																																																																														
ERG-1	Male	-	-	-	-99	DC Comics	-	good	-99																																																																																																																																																														
Ethan Hunt	Male	brown	Human	Brown	168		-	good	-99																																																																																																																																																														
Etrigan	Male	red	Demon	No Hair	193	DC Comics	yellow	neutral	203																																																																																																																																																														
Evil Deadpool	Male	white	Mutant	Red	188	Marvel Comics	-	bad	95																																																																																																																																																														
Evilhawk	Male	red	Alien	Black	191	Marvel Comics	green	bad	106																																																																																																																																																														
Exodus	Male	blue	Mutant	Black	183	Marvel Comics	red	bad	88																																																																																																																																																														
Fabian Cortez	-	blue	-	Brown	196	Marvel Comics	-	bad	96																																																																																																																																																														
Falcon	Male	brown	Human	Black	188	Marvel Comics	-	good	108																																																																																																																																																														
Fallen One II	Male	black	-	Blue	-99	Marvel Comics	-	bad	-99																																																																																																																																																														
Faora	Female	-	Kryptonian	-	-99	DC Comics	-	bad	-99																																																																																																																																																														
Feral	-	yellow (without irises)	-	Orange / White	175	Marvel Comics	-	good	50																																																																																																																																																														
Fighting Spirit	Female	-	-	Red	-99	DC Comics	-	good	-99																																																																																																																																																														
Fin Fang Foom	Male	red	Kakarantharaian	No Hair	975	Marvel Comics	green	good	18																																																																																																																																																														
Firebird	Female	brown	-	Black	165	Marvel Comics	-	good	56																																																																																																																																																														
Firelord	-	white	-	Yellow	193	Marvel Comics	-	good	99																																																																																																																																																														
Firestar	Female	green	Mutant	Red	173	Marvel Comics	-	good	56																																																																																																																																																														
Firestorm	Male	brown	-	Black	-99	DC Comics	-	good	-99																																																																																																																																																														
Firestorm	Male	blue	Human	Auburn	188	DC Comics	-	good	91																																																																																																																																																														
Fixer	-	red	-	No Hair	-99	Marvel Comics	-	bad	-99																																																																																																																																																														
Flash	Male	blue	Human	Brown / White	180	DC Comics	-	good	81																																																																																																																																																														
Flash Gordon	Male	-	-	-	-99		-	good	-99																																																																																																																																																														
Flash II	Male	blue	Human	Blond	183	DC Comics	-	good	88																																																																																																																																																														
Flash III	Male	-	Human	-	183	DC Comics	-	good	86																																																																																																																																																														
Flash IV	Male	yellow	Human	Auburn	157	DC Comics	-	good	52																																																																																																																																																														
Forge	-	brown	-	Black	183	Marvel Comics	-	good	81																																																																																																																																																														
Franklin Richards	Male	blue	Mutant	Blond	142	Marvel Comics	-	good	45																																																																																																																																																														
Franklin Storm	-	blue	-	Grey	188	Marvel Comics	-	good	92																																																																																																																																																														
Frenzy	Female	brown	-	Black	211	Marvel Comics	-	bad	104																																																																																																																																																														
Frigga	Female	blue	-	White	180	Marvel Comics	-	good	167																																																																																																																																																														
Galactus	Male	black	Cosmic Entity	Black	876	Marvel Comics	-	neutral	16																																																																																																																																																														
Gambit	Male	red	Mutant	Brown	185	Marvel Comics	-	good	81																																																																																																																																																														
Gamora	Female	yellow	Zen-Whoberian	Black	183	Marvel Comics	green	good	77																																																																																																																																																														
Garbage Man	Male	-	Mutant	-	-99	DC Comics	-	good	-99																																																																																																																																																														
Gary Bell	Male	-	Alpha	-	-99	SyFy	-	good	-99																																																																																																																																																														
General Zod	Male	black	Kryptonian	Black	-99	DC Comics	-	bad	-99																																																																																																																																																														
Genesis	Male	blue	-	Blond	185	Marvel Comics	-	good	86																																																																																																																																																														
Ghost Rider	Male	red	Demon	No Hair	188	Marvel Comics	-	good	99																																																																																																																																																														
Ghost Rider II	-	-	-	-	-99	Marvel Comics	-	good	-99																																																																																																																																																														
Giant-Man	Male	-	Human	-	-99	Marvel Comics	-	good	-99																																																																																																																																																														
Giant-Man II	Male	-	-	-	-99	Marvel Comics	-	good	-99																																																																																																																																																														
Giganta	Female	green	-	Red	62.5	DC Comics	-	bad	630																																																																																																																																																														
Gladiator	Male	blue	Strontian	Blue	198	Marvel Comics	purple	neutral	268																																																																																																																																																														
Goblin Queen	Female	green	-	Red	168	Marvel Comics	-	bad	50																																																																																																																																																														
Godzilla	-	-	Kaiju	-	108		grey	bad																																																																																																																																																															
Gog	Male	-	-	-	-99	DC Comics	-	bad	-99																																																																																																																																																														
Goku	Male	-	Saiyan	-	175	Shueisha	-	good	62																																																																																																																																																														
Goliath	Male	-	-	-	-99	Marvel Comics	-	good	-99																																																																																																																																																														
Goliath	Male	-	Human	-	-99	Marvel Comics	-	good	-99																																																																																																																																																														
Goliath	Male	-	Human	-	-99	Marvel Comics	-	good	-99																																																																																																																																																														
Goliath IV	Male	brown	-	Black	183	Marvel Comics	-	good	90																																																																																																																																																														
Gorilla Grodd	Male	yellow	Gorilla	Black	198	DC Comics	-	bad	270																																																																																																																																																														
Granny Goodness	Female	blue	-	White	178	DC Comics	-	bad	115																																																																																																																																																														
Gravity	Male	blue	Human	Brown	178	Marvel Comics	-	good	79																																																																																																																																																														
Greedo	Male	purple	Rodian	-	170	George Lucas	green	bad	-99																																																																																																																																																														
Green Arrow	Male	green	Human	Blond	188	DC Comics	-	good	88																																																																																																																																																														
Green Goblin	Male	blue	Human	Auburn	180	Marvel Comics	-	bad	83																																																																																																																																																														
Green Goblin II	Male	blue	-	Auburn	178	Marvel Comics	-	bad	77																																																																																																																																																														
Green Goblin III	Male	-	-	-	183	Marvel Comics	-	good	88																																																																																																																																																														
Green Goblin IV	Male	green	-	Brown	178	Marvel Comics	-	good	79																																																																																																																																																														
Groot	Male	yellow	Flora Colossus	-	701	Marvel Comics	-	good	4																																																																																																																																																														
Guardian	Male	brown	Human	Black	-99	Marvel Comics	-	good	-99																																																																																																																																																														
Guy Gardner	Male	blue	Human-Vuldarian	Red	188	DC Comics	-	good	95																																																																																																																																																														
Hal Jordan	Male	brown	Human	Brown	188	DC Comics	-	good	90																																																																																																																																																														
Han Solo	Male	brown	Human	Brown	183	George Lucas	-	good	79																																																																																																																																																														
Hancock	Male	brown	Human	Black	188	Sony Pictures	-	good	-99																																																																																																																																																														
Harley Quinn	Female	blue	Human	Blond	170	DC Comics	-	bad	63																																																																																																																																																														
Harry Potter	Male	green	Human	Black	-99	J. K. Rowling	-	good	-99																																																																																																																																																														
Havok	Male	blue	Mutant	Blond	183	Marvel Comics	-	good	79																																																																																																																																																														
Hawk	Male	red	-	Brown	185	DC Comics	-	good	89																																																																																																																																																														
Hawkeye	Male	blue	Human	Blond	191	Marvel Comics	-	good	104																																																																																																																																																														
Hawkeye II	Female	blue	Human	Black	165	Marvel Comics	-	good	57																																																																																																																																																														
Hawkgirl	Female	green	-	Red	175	DC Comics	-	good	61																																																																																																																																																														
Hawkman	Male	blue	-	Brown	185	DC Comics	-	good	88																																																																																																																																																														
Hawkwoman	Female	green	-	Red	175	DC Comics	-	good	54																																																																																																																																																														
Hawkwoman II	Female	-	-	-	-99	DC Comics	-	good	-99																																																																																																																																																														
Hawkwoman III	Female	blue	-	Red	170	DC Comics	-	good	65																																																																																																																																																														
Heat Wave	Male	blue	Human	No Hair	180	DC Comics	-	bad	81																																																																																																																																																														
Hela	Female	green	Asgardian	Black	213	Marvel Comics	-	bad	225																																																																																																																																																														
Hellboy	Male	gold	Demon	Black	259	Dark Horse Comics	-	good	158																																																																																																																																																														
Hellcat	Female	blue	Human	Red	173	Marvel Comics	-	good	61																																																																																																																																																														
Hellstorm	Male	red	-	Red	185	Marvel Comics	-	good	81																																																																																																																																																														
Hercules	Male	blue	Demi-God	Brown	196	Marvel Comics	-	good	146																																																																																																																																																														
Hiro Nakamura	Male	-	-	-	-99	NBC - Heroes	-	good	-99																																																																																																																																																														
Hit-Girl	Female	-	Human	-	-99	Icon Comics	-	good	-99																																																																																																																																																														
Hobgoblin	Male	blue	-	Grey	180	Marvel Comics	-	bad	83																																																																																																																																																														
Hollow	Female	blue	-	Red	170	Marvel Comics	-	good	-99																																																																																																																																																														
Hope Summers	Female	green	-	Red	168	Marvel Comics	-	good	48																																																																																																																																																														
Howard the Duck	Male	brown	-	Yellow	79	Marvel Comics	-	good	18																																																																																																																																																														
Hulk	Male	green	Human / Radiation	Green	244	Marvel Comics	green	good	630																																																																																																																																																														
Human Torch	Male	blue	Human / Radiation	Blond	178	Marvel Comics	-	good	77																																																																																																																																																														
Huntress	Female	blue	-	Black	180	DC Comics	-	good	59																																																																																																																																																														
Husk	Female	blue	Mutant	Blond	170	Marvel Comics	-	good	58																																																																																																																																																														
Hybrid	Male	brown	Symbiote	Black	175	Marvel Comics	-	good	77																																																																																																																																																														
Hydro-Man	Male	brown	-	Brown	188	Marvel Comics	-	bad	119																																																																																																																																																														
Hyperion	Male	blue	Eternal	Red	183	Marvel Comics	-	good	207																																																																																																																																																														
Iceman	Male	brown	Mutant	Brown	173	Marvel Comics	-	good	65																																																																																																																																																														
Impulse	Male	yellow	Human	Auburn	170	DC Comics	-	good	65																																																																																																																																																														
Indiana Jones	Male	-	Human	-	183	George Lucas	-	good	79																																																																																																																																																														
Indigo	Female	-	Alien	Purple	-99	DC Comics	-	neutral	-99																																																																																																																																																														
Ink	Male	blue	Mutant	No Hair	180	Marvel Comics	-	good	81																																																																																																																																																														
Invisible Woman	Female	blue	Human / Radiation	Blond	168	Marvel Comics	-	good	54																																																																																																																																																														
Iron Fist	Male	blue	Human	Blond	180	Marvel Comics	-	good	79																																																																																																																																																														
Iron Man	Male	blue	Human	Black	198	Marvel Comics	-	good	191																																																																																																																																																														
Iron Monger	Male	blue	-	No Hair	-99	Marvel Comics	-	bad	2																																																																																																																																																														
Isis	Female	-	-	-	-99	DC Comics	-	good	-99																																																																																																																																																														
Jack Bauer	Male	-	-	-	-99		-	good	-99																																																																																																																																																														
Jack of Hearts	Male	blue / white	Human	Brown	155	Marvel Comics	-	good	79																																																																																																																																																														
Jack-Jack	Male	blue	Human	Brown	71	Dark Horse Comics	-	good	14																																																																																																																																																														
James Bond	Male	blue	Human	Blond	183	Titan Books	-	good	-99																																																																																																																																																														
James T. Kirk	Male	hazel	Human	Brown	178	Star Trek	-	good	77																																																																																																																																																														
Jar Jar Binks	Male	yellow	Gungan	-	193	George Lucas	orange / white	good	-99																																																																																																																																																														
Jason Bourne	Male	-	Human	-	-99		-	good	-99																																																																																																																																																														
Jean Grey	Female	green	Mutant	Red	168	Marvel Comics	-	good	52																																																																																																																																																														
Jean-Luc Picard	Male	-	Human	-	-99	Star Trek	-	good	-99																																																																																																																																																														
Jennifer Kale	Female	blue	-	Blond	168	Marvel Comics	-	good	55																																																																																																																																																														
Jesse Quick	Female	-	Human	-	-99	DC Comics	-	good	-99																																																																																																																																																														
Jessica Cruz	Female	green	Human	Brown	-99	DC Comics	-	good	-99																																																																																																																																																														
Jessica Jones	Female	brown	Human	Brown	170	Marvel Comics	-	good	56																																																																																																																																																														
Jessica Sanders	Female	-	-	-	-99	NBC - Heroes	-	good	-99																																																																																																																																																														
Jigsaw	Male	blue	-	Black	188	Marvel Comics	-	bad	113																																																																																																																																																														
Jim Powell	Male	-	-	-	-99	ABC Studios	-	good	-99																																																																																																																																																														
JJ Powell	Male	-	-	-	-99	ABC Studios	-	good	-99																																																																																																																																																														
Johann Krauss	Male	-	-	-	-99	Dark Horse Comics	-	good	-99																																																																																																																																																														
John Constantine	Male	blue	Human	Blond	183	DC Comics	-	good	-99																																																																																																																																																														
John Stewart	Male	green	Human	Black	185	DC Comics	-	good	90																																																																																																																																																														
John Wraith	Male	brown	-	Black	183	Marvel Comics	-	good	88																																																																																																																																																														
Joker	Male	green	Human	Green	196	DC Comics	white	bad	86																																																																																																																																																														
Jolt	Female	blue	-	Black	165	Marvel Comics	-	good	49																																																																																																																																																														
Jubilee	Female	red	Mutant	Black	165	Marvel Comics	-	good	52																																																																																																																																																														
Judge Dredd	Male	-	Human	-	188	Rebellion	-	good	-99																																																																																																																																																														
Juggernaut	Male	blue	Human	Red	287	Marvel Comics	-	neutral	855																																																																																																																																																														
Junkpile	Male	-	Mutant	-	-99	Marvel Comics	-	bad	-99																																																																																																																																																														
Justice	Male	hazel	Human	Brown	178	Marvel Comics	-	good	81																																																																																																																																																														
Jyn Erso	Female	green	Human	Brown	-99	George Lucas	-	good	-99																																																																																																																																																														
K-2SO	Male	white	Android	No Hair	213	George Lucas	gray	good	-99																																																																																																																																																														
Kang	Male	brown	-	Brown	191	Marvel Comics	-	bad	104																																																																																																																																																														
Karate Kid	Male	brown	Human	Brown	173	DC Comics	-	good	72																																																																																																																																																														
Kathryn Janeway	Female	-	Human	-	-99	Star Trek	-	good	-99																																																																																																																																																														
Katniss Everdeen	Female	-	Human	-	-99		-	good	-99																																																																																																																																																														
Kevin 11	Male	-	Human	Black	-99	DC Comics	-	good	-99																																																																																																																																																														
Kick-Ass	Male	blue	Human	Blond	-99	Icon Comics	-	good	-99																																																																																																																																																														
Kid Flash	Male	green	Human	Red	-99	DC Comics	-	good	-99																																																																																																																																																														
